"","name","Sex","Nation","sleeptime","steps","height","weight","IMC","Age"
"35","K_3785","M","SP",8.89369674151279,12169.8790032685,156.62486732924,63.354667558172,25.8260022259573,32.0166343546805
"36","G_3920","V","SP",15.8331632935969,10010.6961280454,181.945830698082,78.7896800720111,23.8004473855784,27.8998119468736
"37","D_2864","M","IR",5.69061785203503,14362.651672403,175.779394811208,73.7558842388402,23.8704575789994,31.1873855192605
"38","M_8323","V","GB",2.9800081767481,11931.5036839916,178.984474931441,76.9930390733733,24.0337056791395,25.7432567703987
"39","F_6905","M","PT",6.13357250527895,13741.2418773649,167.258948779969,69.1083877606279,24.7031329391999,29.7150574717309
"40","C_2306","M","IR",14.1619834709506,13902.8352435597,165.633049197002,67.5505792820218,24.6226665451266,27.3194083796202
"41","J_8241","M","PT",10.4355526962532,14027.0705957045,159.599034757948,64.5992692444778,25.361041477892,34.5553622907777
"42","V_8473","M","SP",7.60629761732398,11643.3406545218,163.026448605981,66.881252192116,25.1644973406099,31.8553261976008
"43","U_8077","V","FR",3.91442823670919,12043.8565250959,177.644158247203,77.1192231086381,24.437725652509,29.4952724934351
"44","S_2698","V","SP",3.92571163259815,9662.87313513091,163.86865837522,69.9700300183806,26.0567510746599,34.4954787809656
"45","A_426","M","IT",7.44653475365907,13944.7988485041,165.5944834031,68.7040888462331,25.0547950812044,38.5851405594769
"46","W_7806","M","SP",5.0821381710844,11913.915722844,171.156913628783,71.3996176740816,24.3728880248416,34.7611020688869
"47","I_2157","V","SP",4.36498453361522,9699.605828583,176.620833094811,76.4116115356917,24.4948904377415,35.5187382596985
"48","E_4265","M","IT",14.6740048412376,13749.3685914512,154.332377153223,62.1646123953129,26.0993167955837,32.351400670201
"49","P_6837","V","SP",4.50862871136457,10082.7351358374,168.078561867166,72.159112409117,25.5426842983396,32.1591312600797
"50","B_3088","M","GE",10.6024227902776,13515.5541587269,186.084104897936,78.6168248233975,22.7037159202218,36.0711283937652
"51","N_1400","V","SP",6.22965436911244,9707.05467392432,169.118779359548,72.1306987904973,25.2194998128431,27.6776291720708
"52","L_874","M","FR",8.15427526192555,14160.484976582,174.775712072613,72.4142415741282,23.7061935593905,27.3885121923773
"53","O_8021","V","IT",9.65658450996591,11953.6039769795,160.379522141084,67.3309151428121,26.1768079676427,28.0597515726431
"54","R_5095","M","FR",16.1930978688256,14193.8032900877,167.221399910132,68.8789484485149,24.6321771101989,34.8248400130567
"55","H_9313","V","PT",11.1712894619811,11982.3761129796,171.209905412445,73.7245270254474,25.1509399540306,31.3055985286656
"56","T_120","M","SP",5.1090487529776,12156.4663657707,168.102390019741,69.0187708971587,24.4241492265777,33.526380597428
"57","Q_5642","M","PT",17.9603365076346,13795.758967275,151.664847708105,60.6137490302611,26.3512535483986,35.6141402290142
"58","K_3583","V","SP",7.29153903555589,9577.72367031924,168.081963931896,71.5020325483566,25.3090684070278,28.6125298731685
"59","G_4584","M","IT",6.33640975486208,13686.9821508862,173.399720162485,71.7430508334225,23.8606931841679,31.3410893444593
"60","D_1007","M","SP",7.14921319597752,12044.5822843847,158.398804075641,63.9723932404264,25.4969834224605,27.2496363935762
"61","M_3895","M","IT",7.11934379012392,13879.347393621,167.705104491327,68.6259611803148,24.4003399550128,30.4615369039291
"62","F_119","V","SP",4.639713865965,9503.28340532939,183.388615965174,79.8692173274295,23.7484179127598,31.5365552091921
"63","C_5162","M","IT",14.174905731294,14312.4884014894,172.160378610731,71.1794864536265,24.0153230005113,32.3255528942688
"64","J_3881","M","GB",6.02902200789477,13557.0202013174,168.250894816462,69.4884283394897,24.5469605044339,34.3373403927024
"65","V_168","V","IT",4.33142359740123,12035.7890161359,169.548251284678,73.36795182106,25.5222974334118,33.5569695049125
"66","U_1063","M","SP",3.59569757135943,12115.5162930541,163.488242910508,66.9972805096672,25.0659472875375,31.9745665524557
"67","S_8114","V","IT",3.27036684162943,11641.838718771,187.382295321326,82.2966564097502,23.4382445800534,34.0263305373622
"68","A_7560","V","FR",3.11530379103996,11745.2172391428,161.324947665199,68.2698180329952,26.231654254725,27.2304276666087
"69","W_7727","V","PT",9.08357680919828,11792.5433465833,173.368873986284,74.1701396048387,24.6766862581844,31.3464950207194
"70","I_7880","M","IT",12.6021386586176,13690.3914757427,179.579007524478,74.9260813665159,23.2338876819665,29.1615935635839
"71","E_8827","M","IT",7.78768589326015,14196.6280926237,169.583396511888,70.1364481791044,24.3880518747793,32.7834965231021
"72","P_9937","M","IR",7.09165577075492,14158.2238379159,164.248315123076,67.1097530241243,24.8761859267503,29.1660695454775
"73","B_3031","M","SP",18.0319536251698,11886.6429189175,168.408309844134,69.6465796855631,24.5568557262696,35.3247088267736
"74","N_2268","V","GE",4.41620972369369,11794.3120065756,173.853834040556,74.7377659080908,24.727007817911,28.5909593238302
"75","L_566","V","FR",6.88603403854239,12006.6402099069,169.144763564686,72.4637506610487,25.3281631123058,28.545533198566
"76","O_3886","M","IT",9.95970538335814,13737.9425558517,173.04749172606,71.9513232554897,24.0274768807747,34.3659408634742
"77","R_6642","V","IT",9.25426215862522,11419.4616629137,183.936280534887,80.5050765699018,23.7951511090915,30.135622071589
"78","H_9347","V","IT",3.08936120772754,11843.1329630072,194.480002624522,85.7308049990619,22.6666322370034,32.4991616648107
"79","T_3943","V","SP",3.9579303415679,10006.8499731287,182.545104144734,79.8256286786917,23.9553195367167,29.0274242951243
"80","Q_5458","M","IT",6.79506443998248,14178.8101376893,157.217057805244,63.3157292098522,25.6160571773379,30.3012752115579
"81","K_8960","V","IT",5.36489542901566,11721.5955760242,178.307890134009,77.2333741060675,24.2920343202522,32.1063777332569
"82","G_2173","V","FR",11.9195243717884,11566.7726717734,162.614108540361,69.2820716559321,26.2001887504641,32.6829240641518
"83","D_963","V","FR",11.7758184162223,11886.9392110595,186.227248258285,81.5774669338998,23.5225155203134,31.9096366755888
"84","M_8965","V","SP",4.64467580162366,9696.86059550569,178.900636486052,77.6206066347347,24.2523183957501,25.9829179492067
"85","F_8033","V","SP",9.54246086577932,9889.38095515355,174.354425569919,75.2392742504542,24.750196254702,29.8518688212553
"86","C_1617","M","SP",16.5788464972644,12183.0322695326,161.018312297962,65.1373159343328,25.1234523735776,30.2492855186735
"87","J_6559","M","IT",13.1789333746213,14041.6454318416,150.692152683219,60.0735835330075,26.4546649490712,32.6789511400644
"88","V_402","M","PT",8.54152952540744,13828.578134201,163.391887579831,66.5161119270731,24.915285926623,31.6095347973024
"89","U_6047","V","PT",4.11901963894224,11492.7565300319,180.831796677725,79.0205719810341,24.165210041124,27.0299724793738
"90","S_4816","M","SP",6.40756059610879,11438.5469158813,181.880721094831,76.8122243159645,23.219721517928,36.6614135383729
"91","A_408","M","PT",8.21806435325434,13724.1475716921,155.112447846154,62.7548787282362,26.082798816561,33.6660096329069
"92","W_9907","V","IT",2.88757163707888,11931.0845766221,189.324434397922,82.7368346019301,23.0826446212503,30.0090595516998
"93","I_1317","M","GE",13.7394885637699,14000.3026239309,163.2187068989,66.575606939187,24.9905186047814,28.0358270277409
"94","E_499","V","SP",2.75981514611194,10198.435681324,185.293367615498,80.7074362302212,23.5068157184123,29.7255825661276
"95","P_2820","V","IT",4.71392817899875,11709.8491888054,174.476944958063,75.5686095252762,24.8236325879053,30.983924491003
"96","B_80","V","SP",6.28858478939699,9654.12823147892,183.76627355984,79.6706762577837,23.592115519241,26.5175796936868
"97","N_200","V","PT",4.94925152683813,11746.7230273959,184.813966435958,80.6188469644415,23.6029891486405,28.1250429869619
"98","L_1368","M","PT",7.44792525751385,13810.684608383,177.119795483668,74.3018183493199,23.6845554729995,34.0027918656522
"99","O_520","M","GB",6.55186108741924,14192.6902361207,174.867177894936,72.6840361476379,23.7696306439826,27.8096416503424
"100","R_2471","V","FR",3.60788833882056,11721.6222009889,165.172873742738,70.1027457188782,25.6955299198469,30.5561902203295
"101","H_8759","V","PT",6.14754094073296,11928.2572720339,179.837864402476,78.135575747011,24.1594221980181,32.3824590733415
"102","T_8136","V","GB",13.2636827256424,12058.4202287385,175.623271677345,75.6978535972057,24.5425361082801,26.9118440757959
"103","Q_7838","M","SP",5.18105289142328,12145.2033613442,168.101470114459,69.0147654286823,24.4229990825886,32.3801711704523
"104","K_2379","V","IT",12.2540268218598,12069.6511531356,186.645039806284,81.7311426323812,23.4614400288294,28.2385288539936
"105","G_8231","V","SP",6.81998697231719,9911.61097496284,181.62022499159,78.9005454305981,23.9194718887585,24.2040286625678
"106","D_8901","M","SP",11.5588015436436,12209.1595870073,167.844039539707,69.1718253354229,24.5537251264614,30.1505497510203
"107","M_9416","M","GB",11.0426365730088,13748.9128870528,158.899847415698,64.075838743634,25.3774125217878,33.3624222788006
"108","F_4235","M","FR",18.7653798526041,13549.0536551356,179.138177547528,75.0302052720826,23.3808250023146,34.6782435234797
"109","C_3985","V","IT",9.25768954290076,11734.1619562326,178.345658806184,76.8632156089592,24.1653708602602,29.5951284456308
"110","J_7800","M","FR",14.8023458410909,13911.586886883,177.164217886685,73.95005484666,23.5606071439612,33.5524246058959
"111","V_8209","V","IR",14.1068495399045,12003.5801511233,182.170143512291,78.7520162320084,23.7305214055916,28.1608672305448
"112","U_7749","M","SP",8.16108415043316,12056.0896605003,171.917217371344,71.7002176876688,24.2594934309786,35.4512160910769
"113","S_2479","M","SP",16.536967261393,12023.2273385322,179.13735664804,75.0651937228238,23.3919424488462,38.1801049185025
"114","A_3185","V","PT",7.03290811003161,11775.1580062778,193.709484904082,85.7356907550532,22.8486149368443,30.8377835118072
"115","W_1054","M","SP",9.86949553017727,12112.8309613956,177.706509865194,74.5088909269205,23.5939917917667,35.220901341293
"116","I_1830","M","SP",9.91071535990118,12075.8435154015,161.989412428379,66.0791889969865,25.1820709895065,32.0149661871806
"117","E_7008","M","FR",7.0185885728001,13926.6273806307,158.318112304011,64.0215542409444,25.5425944131835,29.0542418416856
"118","P_2598","V","GB",3.77184003879607,11617.6557981974,175.721593406806,75.8456783809216,24.5629528574849,31.1947250409352
"119","B_2511","V","FR",4.52560026342048,12131.4596665506,176.338391417613,76.6273100421585,24.6427874183972,31.0605390413599
"120","N_5249","M","SP",4.89137339276029,11967.2034460825,158.915409058816,64.5080476307441,25.5435866439744,28.723922940447
"121","L_1825","M","GE",17.6538143086321,13425.0084221954,181.570417882748,76.5190880488405,23.2102382941916,32.3187518741426
"122","O_3984","M","PT",7.0798638233006,13871.179178788,173.525142559201,71.9811840066123,23.9052982399617,27.7867369193343
"123","R_3365","V","FR",10.546450564317,12220.087264558,191.037609648971,84.1316620480658,23.0526957162288,30.1024068016348
"124","H_5689","V","GB",5.53853464895801,12141.6502401573,173.67670289224,75.2414534299809,24.9444564293479,28.4776298447263
"125","T_8397","M","GE",6.49540908454753,13818.6375377802,167.57821245678,68.341414796401,24.3359810326239,25.6236122208561
"126","Q_2112","V","GE",6.43352957984395,11926.8318194015,185.410263608008,80.8995934492891,23.5330813660179,31.3412520183536
"127","K_810","M","SP",7.95713909510629,12060.3466394152,167.425108257656,68.7448547238947,24.524435614912,33.6108093972039
"128","G_4058","M","FR",8.10948693965259,13662.4864526026,177.332657365654,74.2298058921011,23.6048301983951,33.3328265758175
"129","D_838","V","IT",11.0706029665588,12433.5322332574,179.897051301889,77.9654116720493,24.090947802799,30.9389317782675
"130","M_9500","M","GB",15.365428390115,13763.9787026668,153.154742905851,61.1902700741683,26.0868396578478,33.2461898098481
"131","F_8667","V","PT",3.50350938518713,12096.6780436015,176.909003287946,76.1404848433312,24.3285242985204,28.9305923105532
"132","C_2142","M","SP",15.7195989640767,11975.7576899137,180.754423626613,75.8294647501908,23.2091973399057,31.3511913388139
"133","J_2045","M","BE",10.7509865417285,14130.9517078531,164.938124555939,67.7024148341849,24.8863987461441,35.1864705166619
"134","V_400","M","SP",12.4561853477934,11912.317506503,164.340990889794,67.0977201694312,24.8436820007677,31.6314845939727
"135","U_1804","M","PO",5.89624849297065,13397.1775597299,150.133886529369,58.8545812201852,26.1109587756661,24.6485632389201
"136","S_3117","V","SP",9.6463603305401,9924.56429201722,176.048262256706,75.9400291727999,24.5023237821894,34.3808984836919
"137","A_8836","M","PT",6.23056550391116,13810.7424517852,172.274483025076,71.9004527742807,24.2264463591892,36.75292848645
"138","W_6030","M","GE",8.75010683306069,13431.2957906061,157.70148647553,63.7823194317011,25.6465371661972,35.882009921008
"139","I_8681","M","PT",8.40611004425561,14042.2271385264,163.36717581529,66.6372957209014,24.9682303043538,29.9184429410517
"140","E_8087","M","GB",11.5905056740945,13772.8804834845,174.573664455224,72.4538753291729,23.7741042630353,27.2774245836485
"141","P_7834","V","PT",8.10544172910791,11952.5040410503,171.664829319445,73.8947490664342,25.0755765081286,29.8781048226849
"142","B_2682","V","SP",5.1433791187221,10280.2788296619,171.734424558473,73.5171760764013,24.9272344416937,25.9466340511058
"143","N_8277","V","SP",3.9925927759628,10067.1092530078,186.297022645441,81.3823384121038,23.4486765610487,30.8598467810422
"144","L_2411","M","SP",4.7335253508957,12139.8779439198,173.545590828654,72.5760254366413,24.0971683729117,37.267722541141
"145","O_5991","V","IT",6.96697847750242,11720.3736513273,184.302319154084,80.5072080651818,23.7013544718296,33.5002063101917
"146","R_2049","M","IT",9.76491413007783,14273.9830089222,182.976162422432,77.3570449928711,23.1052590362703,33.5600868373109
"147","H_8105","M","GB",20.187658169858,14051.4728955352,165.660145162247,67.9030404383562,24.7430450352012,31.6051470875404
"148","T_3529","M","GE",20.9740123758179,13731.3139394903,166.073215585827,68.3337180528539,24.7762663947499,36.6472076499871
"149","Q_6954","M","GB",10.6914015571101,13779.1692413681,170.219175912703,70.4379135891348,24.3102551029162,36.0013919058056
"150","K_5627","V","GE",3.24941136580369,11602.9636699762,176.171664068341,76.2684660600954,24.5738327776082,26.0989460788945
"151","G_1025","V","SP",5.57766549906044,9727.58304281334,172.681813269845,73.8376638507625,24.7619445557864,32.5090994794538
"152","D_6746","M","PT",5.88731841744763,13760.3872646015,170.58222750727,70.5228049401345,24.2360597723165,33.9841020014433
"153","M_2651","V","IT",18.3751872355456,11890.1039272346,187.635258405232,82.0172312163976,23.2957235929404,28.9717103929856
"154","F_3855","M","PO",12.7085819940205,14052.6732561431,169.265994013882,70.024258480929,24.4404437384543,35.4412969790447
"155","C_1158","V","PT",18.9377757380088,12018.684850554,188.125559038436,82.7146275443786,23.371506720233,30.4518471695986
"156","J_1298","M","IR",11.1583611507131,14267.3346205252,168.124449076287,68.7404401176068,24.3192714313613,27.8233589224335
"157","V_4359","M","SP",4.73216570847741,11809.4173089157,175.177687969363,72.9941570772428,23.7864985678658,33.003665580203
"158","U_6953","V","SP",14.4750648778808,9830.97635577341,171.948062328524,73.7845502806308,24.9557635583184,27.8551427604812
"159","S_1991","V","GE",14.5858239964219,11904.7320273415,179.070613614302,78.1658025668277,24.3763202987589,31.0436092119448
"160","A_4727","V","GB",6.26498081586965,12103.5084236459,173.934263079633,75.390650477158,24.9199523412932,34.4120999535044
"161","W_9785","M","IT",9.36488703570822,13898.3514334096,183.48032006575,77.2191199659603,22.937488810864,33.311001631965
"162","I_6124","V","SP",14.483171097081,10206.8514807676,175.169875892227,75.4768486447452,24.5977234460344,30.9189568637727
"163","E_432","M","IT",11.7468249650551,13630.830196228,160.729428383543,65.0054057880908,25.1627830551272,29.1180436739861
"164","P_2300","V","FR",6.77324865431406,11885.5848695588,190.525481302339,83.799280533532,23.0852273069214,30.5439012030116
"165","B_2675","V","IT",13.8678660755079,12067.0064503837,176.539843948852,75.8119813567685,24.3249731976366,22.3780146487793
"166","N_9997","V","PT",7.37173370865751,11568.0101628479,168.126049486119,72.3252453829469,25.587031224933,32.5953265207669
"167","L_1788","V","BE",13.6531680598989,12309.703924521,178.564581859363,77.5788318920198,24.3305873922635,26.3780662940655
"168","O_5694","M","IR",5.35272661147947,13756.1684590891,166.120081888529,67.938462749364,24.6190586398909,27.2531741503793
"169","R_8438","M","SP",7.0219124387591,11911.698588154,167.804812243607,68.5745851589862,24.3531064220283,27.840405766905
"170","H_5982","M","SP",3.53980079314683,11811.4700824131,161.13319029176,65.8088191940895,25.3462717413336,29.0314107463556
"171","T_3390","M","SP",15.4106612906369,11829.5082709394,169.646880273189,69.9775671969273,24.3145975039989,33.6006159834615
"172","Q_2729","V","BE",11.8108627744657,12170.5331852688,170.07025848035,73.2608172543322,25.3288233749628,37.6221111279084
"173","K_9177","V","IT",3.43022840274026,12013.5511351795,174.282541457068,74.8611707910059,24.6461363186761,27.6772152263998
"174","G_9634","V","SP",1.07896833653119,9584.20280040712,170.426703551013,72.715941299023,25.0353889365491,27.0337848894599
"175","D_1956","M","IT",6.02885535897427,14084.3369435824,167.781357765401,68.9209767237372,24.4829651457449,33.6855968711829
"176","M_6731","M","GE",18.4774586536797,13869.8998571331,164.000617422058,67.228579200156,24.9955655126859,37.1844324082181
"177","F_6386","V","IT",3.51429107203978,12396.9662609789,182.150226447099,79.5728867889225,23.9831201373179,29.7547284720879
"178","C_3346","V","GE",7.7711223825704,11784.9751710294,180.448312085274,78.3736873905246,24.0693649679813,28.0141367208597
"179","J_9585","V","PT",3.36389530502717,12095.9080373646,174.711546517933,75.3719462819601,24.6925825226639,30.8713749117247
"180","V_1525","V","IR",11.4709146344864,11688.5915057247,182.425472798299,79.4158800751403,23.8636236960275,32.8460989309878
"181","U_9171","V","FR",4.66702311080054,11615.3327200442,166.113236712922,70.9737871766134,25.7210976871745,30.9957427064371
"182","S_7029","M","PT",5.76392658488405,13763.5439019093,172.963215740129,72.0473067263775,24.0829812992036,30.5340529786715
"183","A_7952","M","GE",17.5634974416471,13882.669361744,171.816964474281,71.1364638317699,24.0968452579654,30.8618251000045
"184","W_4827","V","SP",1.26911041474035,9690.46484534841,179.639352329688,78.3067596523515,24.2658937665912,30.5213708156392
"185","I_4829","M","IT",10.4421125835442,14045.3070855926,158.003325170387,63.9579896917799,25.6190104695102,29.0451903775852
"186","E_5972","M","PT",15.1924125820008,13594.3107677741,162.654586609927,66.7220206856244,25.2195052267811,36.9570527537256
"187","P_1276","V","IR",3.55876859283178,11759.119335568,175.398436765576,75.0905886706008,24.4081055202575,24.2838694226994
"188","B_6706","M","PT",16.2778104775081,13744.5657110354,169.855785085107,69.9306559881915,24.2385656429512,30.5037896690366
"189","N_4920","M","FR",8.14552021915155,13850.8632864353,181.565319141688,76.1416068345778,23.0970355543691,32.4658809380146
"190","L_8324","V","IT",5.2796797028087,12066.7226091282,170.199017264657,72.6434032872969,25.0773756805939,32.0984036310661
"191","O_916","V","FR",3.93176460501848,12050.0410437766,175.856152319743,75.7101804873393,24.4815633769557,31.2511121118284
"192","R_8097","V","BE",5.89108868614775,11743.6328294731,188.654819838369,82.8367849272593,23.2748785881558,31.846387734633
"193","H_5571","V","FR",7.0536487448917,11974.9114344511,170.511798633605,73.3513827914635,25.2289650019658,33.3212521887363
"194","T_2333","V","PT",5.77365826250937,11927.2728836105,180.462988143094,78.8838392284873,24.2220976616485,35.0974551337621
"195","Q_5968","M","FR",6.39391117626912,13997.3067721836,170.118437714734,70.229562729076,24.2670616219834,37.2941840455418
"196","K_9787","M","IR",16.827406745176,13813.5067910149,159.195381939929,65.0189463084427,25.6554121900014,29.7447742011689
"197","G_1543","V","SP",6.68019352157528,10057.9866240062,189.053199199992,83.0942042860582,23.2489140206519,31.9553876809943
"198","D_1192","V","FR",11.9968863141659,12127.9724867951,183.228154495139,79.9394237421981,23.8109431746183,28.0404096969502
"199","M_9221","V","SP",7.46223396156961,10003.4825874811,168.658046440626,72.2171755121818,25.3878759447025,29.9594484351092
"200","F_7591","M","FR",11.6134027193967,14031.8754691375,167.57931335235,68.8816382774121,24.5280292057296,31.0381772534945
"201","C_9886","V","IT",8.18781208761989,11810.0022135007,190.951012018599,83.823690229814,22.9891464714877,29.8055194051251
"202","J_2862","V","GB",4.54870064414013,11870.9453064748,183.360998397757,79.8520800058105,23.7504751871689,35.0425237364898
"203","V_5519","M","IT",7.55288381077956,13883.4634576084,172.26829519167,71.1577211456326,23.977909652686,27.4947501168305
"204","U_8618","V","SP",2.96647674460345,10281.2492152671,187.560245556236,81.891660162705,23.2786660570202,32.1753572020477
"205","S_2909","M","SP",8.12790655091552,12006.7177836212,188.378664681504,79.5195531088475,22.408382163045,30.5435934063217
"206","A_9588","M","SP",6.96171659537366,11770.314369128,167.16586831991,69.1262079194029,24.7370277463542,30.6650715319117
"207","W_4624","M","IT",17.4119813183845,13879.6933167052,172.102085609357,71.3802740232301,24.0993841324074,24.0586003157409
"208","I_9648","M","IT",6.74748284443251,14303.4214621529,167.689995742142,68.9280160363644,24.5121536875402,28.8971991793756
"209","E_908","V","SP",2.64725356166479,9813.98584213625,169.976477584481,72.9298092568589,25.2422130194423,28.9468450547578
"210","P_5341","V","SP",8.2762975884666,9764.15291305575,180.607433165537,78.3940110409369,24.0332024576668,25.8118975498069
"211","B_492","M","GE",8.47298937149867,13786.4972319121,171.948764484124,71.0362319260838,24.0260179548624,32.805438614977
"212","N_5360","V","PO",4.04284805833329,11750.2573631349,173.095704303457,74.2677719745817,24.7872196341291,30.8282124622543
"213","L_8154","M","GE",9.8605714753833,14000.6607520993,164.251815460585,67.6423491724406,25.0725395461838,33.4599646309178
"214","O_229","M","PT",16.2408188084248,14250.8735119152,179.449283901921,75.0067567603105,23.2925441884801,25.449116161887
"215","R_5384","V","SP",12.0260772256742,9868.38845483785,180.490376419148,78.362903722141,24.0548370318873,28.0959966846849
"216","H_7553","V","FR",6.69599659750263,11650.2727668743,189.077470958162,82.237821166108,23.0033997237645,27.7940744734925
"217","T_2858","M","GE",5.43677013003342,13693.0302903016,178.537254418569,74.5805279842368,23.3974080888648,29.7972428703973
"218","Q_4412","V","IT",3.83912376768468,12306.0807289869,176.778968962001,76.0693731642938,24.3415732559662,27.9806480190153
"219","K_4823","V","IT",7.56764844235468,12112.1794759728,185.874721882387,80.6454575726198,23.3420635420425,26.1869841131508
"220","G_1340","M","GB",7.9330760992932,13382.0804709428,169.778378702575,70.5955088567032,24.491326557229,32.6989724728427
"221","D_6770","M","IT",14.4203396482147,13797.3072237922,176.283930331434,73.53851943973,23.664069515271,31.8742951213076
"222","M_4223","V","PT",5.57248456203389,11828.8420666877,178.42569482025,77.4972718605362,24.3428610986714,31.3475583944233
"223","F_92","V","FR",6.42781210601235,12029.2411934782,186.079094503737,81.7321574930143,23.604662493014,32.8243713814178
"224","C_6838","V","IR",13.417881458672,12063.9464737188,179.178546695685,77.5733992228682,24.16244079701,27.5868737266832
"225","J_2222","M","SP",10.8978442843939,11829.2271864594,172.476714718157,72.0770909032339,24.2290455971065,30.7849226242014
"226","V_3579","V","BE",11.7551901481335,11479.7442700356,182.420764103401,79.6981495717899,23.9496790082834,32.3233914152177
"227","U_6783","V","PT",5.52985798883262,11953.7408002607,171.179663556641,73.6469136787548,25.1333404808988,32.942476926524
"228","S_1916","M","PT",10.1686225912477,13928.5944080902,173.613715555065,72.3521170032052,24.0039757695032,32.7916752289045
"229","A_1376","M","SP",4.92027327458015,11690.7699788154,160.932085804666,65.3955976892959,25.2501076019125,33.2235787718486
"230","W_191","M","IR",6.79697905543492,13867.1348135245,172.790235858493,71.7603940720819,24.0351269350424,35.2684785614648
"231","I_9528","M","IT",15.4360715098669,13896.3014440914,172.239489366419,71.0178658872448,23.9387880124283,31.7670979317909
"232","E_1698","M","GB",7.38448550342089,13947.1212870128,162.339263721239,66.1036976337551,25.082949824211,32.297501092149
"233","P_7156","V","IT",16.0780280656164,11837.2013812226,182.578584017056,79.3575333985951,23.8061130350962,34.2648022111248
"234","B_8436","M","SP",4.87776438275558,11948.8549581547,186.25353944888,78.5684489953301,22.6484826131444,29.9682849407471
